Transaction ID;Date;Customer ID;Gender;Age;Product Category;Quantity;Price per Unit;Total Amount
822;Tuesday;CUST822;Female;52;Beauty;3;50;50
830;Thursday;CUST830;Female;64;Clothing;3;50;200
844;Thursday;CUST844;Male;35;Clothing;3;50;60
910;Monday;CUST910;Female;20;Beauty;3;50;600
912;Tuesday;CUST912;Male;51;Beauty;3;50;120
978;Wednesday;CUST978;Female;53;Clothing;3;50;100
993;Monday;CUST993;Female;48;Electronics;3;50;60
999;Tuesday;CUST999;Female;36;Electronics;3;50;100
5;Saturday;CUST005;Male;30;Beauty;2;50;60
11;Tuesday;CUST011;Male;23;Clothing;2;50;150
22;Sunday;CUST022;Male;18;Clothing;2;50;2000
33;Thursday;CUST033;Female;50;Electronics;2;50;150
53;Thursday;CUST053;Male;34;Electronics;2;50;50
62;Wednesday;CUST062;Male;18;Beauty;2;50;1500
76;Saturday;CUST076;Female;22;Electronics;2;50;1500
77;Sunday;CUST077;Female;47;Clothing;2;50;600
83;Saturday;CUST083;Male;54;Electronics;2;50;900
87;Wednesday;CUST087;Female;28;Beauty;2;50;200
98;Sunday;CUST098;Female;55;Beauty;2;50;100
125;Tuesday;CUST125;Male;48;Clothing;2;50;25
160;Friday;CUST160;Female;43;Clothing;2;50;100
176;Tuesday;CUST176;Female;43;Beauty;2;50;300
177;Friday;CUST177;Male;45;Beauty;2;50;900
187;Wednesday;CUST187;Female;64;Clothing;2;50;100
192;Friday;CUST192;Male;62;Beauty;2;50;100
216;Tuesday;CUST216;Male;62;Electronics;2;50;30
227;Wednesday;CUST227;Male;36;Electronics;2;50;120
244;Saturday;CUST244;Male;28;Beauty;2;50;100
272;Saturday;CUST272;Female;61;Electronics;2;50;120
328;Wednesday;CUST328;Male;39;Beauty;2;50;1500
338;Wednesday;CUST338;Male;54;Beauty;2;50;300
366;Tuesday;CUST366;Male;57;Clothing;2;50;1200
390;Thursday;CUST390;Male;39;Electronics;2;50;50
410;Tuesday;CUST410;Female;29;Clothing;2;50;100
511;Saturday;CUST511;Male;45;Beauty;2;50;50
526;Sunday;CUST526;Male;33;Clothing;2;50;60
549;Friday;CUST549;Female;50;Beauty;2;50;150
564;Tuesday;CUST564;Male;50;Electronics;2;50;120
575;Tuesday;CUST575;Male;60;Clothing;2;50;500
599;Sunday;CUST599;Female;28;Beauty;2;50;120
609;Tuesday;CUST609;Female;47;Clothing;2;50;1500
616;Saturday;CUST616;Male;41;Clothing;2;50;1000
630;Tuesday;CUST630;Male;42;Clothing;2;50;90
652;Monday;CUST652;Female;34;Beauty;2;50;120
672;Tuesday;CUST672;Female;34;Beauty;2;50;500
689;Saturday;CUST689;Male;57;Electronics;2;50;150
692;Thursday;CUST692;Female;64;Clothing;2;50;500
703;Sunday;CUST703;Male;34;Electronics;2;50;900
738;Tuesday;CUST738;Male;41;Clothing;2;50;500
745;Thursday;CUST745;Male;54;Beauty;2;50;50
752;Saturday;CUST752;Male;29;Clothing;2;50;600
759;Saturday;CUST759;Male;49;Electronics;2;50;25
799;Friday;CUST799;Male;56;Electronics;2;50;50
809;Monday;CUST809;Female;62;Beauty;2;50;200
819;Thursday;CUST819;Female;35;Beauty;2;50;2000
823;Saturday;CUST823;Female;56;Electronics;2;50;60
858;Saturday;CUST858;Male;23;Electronics;2;50;100
897;Tuesday;CUST897;Female;64;Electronics;2;50;900
924;Tuesday;CUST924;Male;55;Beauty;2;50;900
951;Thursday;CUST951;Male;33;Beauty;2;50;75
991;Tuesday;CUST991;Female;34;Clothing;2;50;1200
25;Tuesday;CUST025;Female;64;Beauty;1;50;150
40;Thursday;CUST040;Male;45;Beauty;1;50;300
59;Wednesday;CUST059;Male;62;Clothing;1;50;50
81;Wednesday;CUST081;Male;40;Electronics;1;50;90
106;Thursday;CUST106;Female;46;Clothing;1;50;25
120;Sunday;CUST120;Male;60;Beauty;1;50;1200
134;Wednesday;CUST134;Male;49;Electronics;1;50;50
141;Thursday;CUST141;Female;22;Electronics;1;50;2000
143;Monday;CUST143;Female;45;Clothing;1;50;50
151;Friday;CUST151;Male;29;Clothing;1;50;60
189;Monday;CUST189;Male;63;Beauty;1;50;100
224;Friday;CUST224;Female;25;Clothing;1;50;60
226;Sunday;CUST226;Female;61;Clothing;1;50;30
249;Friday;CUST249;Male;20;Clothing;1;50;900
250;Monday;CUST250;Male;48;Electronics;1;50;300
258;Monday;CUST258;Female;37;Clothing;1;50;200
273;Monday;CUST273;Female;22;Beauty;1;50;500
306;Monday;CUST306;Male;54;Electronics;1;50;50
349;Thursday;CUST349;Female;57;Beauty;1;50;2000
359;Saturday;CUST359;Male;50;Clothing;1;50;60
367;Thursday;CUST367;Female;57;Electronics;1;50;50
375;Sunday;CUST375;Male;32;Clothing;1;50;100
446;Wednesday;CUST446;Male;21;Electronics;1;50;150
460;Tuesday;CUST460;Male;40;Beauty;1;50;2000
473;Saturday;CUST473;Male;64;Beauty;1;50;120
505;Friday;CUST505;Male;24;Beauty;1;50;30
542;Saturday;CUST542;Female;20;Beauty;1;50;1500
556;Sunday;CUST556;Female;18;Electronics;1;50;60
560;Monday;CUST560;Female;25;Electronics;1;50;900
571;Tuesday;CUST571;Female;41;Electronics;1;50;100
586;Monday;CUST586;Male;50;Electronics;1;50;200
606;Friday;CUST606;Male;22;Electronics;1;50;25
618;Thursday;CUST618;Female;27;Beauty;1;50;50
627;Saturday;CUST627;Male;57;Clothing;1;50;1200
665;Thursday;CUST665;Male;57;Clothing;1;50;60
737;Thursday;CUST737;Female;33;Clothing;1;50;1000
770;Sunday;CUST770;Male;32;Clothing;1;50;900
792;Sunday;CUST792;Female;20;Beauty;1;50;100
798;Friday;CUST798;Male;61;Clothing;1;50;2000
836;Wednesday;CUST836;Female;22;Clothing;1;50;60
846;Friday;CUST846;Male;42;Beauty;1;50;600
854;Wednesday;CUST854;Male;29;Clothing;1;50;2000
866;Friday;CUST866;Male;24;Electronics;1;50;300
889;Monday;CUST889;Female;35;Electronics;1;50;1200
892;Sunday;CUST892;Male;20;Electronics;1;50;120
893;Friday;CUST893;Male;49;Electronics;1;50;100
902;Thursday;CUST902;Female;54;Beauty;1;50;1000
906;Sunday;CUST906;Female;20;Clothing;1;50;30
916;Sunday;CUST916;Female;32;Electronics;1;50;300
922;Saturday;CUST922;Male;41;Electronics;1;50;90
935;Saturday;CUST935;Female;34;Beauty;1;50;200
963;Tuesday;CUST963;Female;55;Beauty;1;50;1000
973;Wednesday;CUST973;Male;60;Clothing;1;50;50
996;Tuesday;CUST996;Male;62;Clothing;1;50;75
14;Tuesday;CUST014;Male;64;Clothing;4;30;1500
23;Wednesday;CUST023;Female;35;Clothing;4;30;100
39;Friday;CUST039;Male;23;Clothing;4;30;600
55;Tuesday;CUST055;Male;31;Beauty;4;30;1500
92;Friday;CUST092;Female;51;Electronics;4;30;500
122;Tuesday;CUST122;Male;64;Electronics;4;30;90
150;Friday;CUST150;Female;58;Electronics;4;30;1200
173;Wednesday;CUST173;Male;64;Electronics;4;30;100
182;Thursday;CUST182;Male;62;Beauty;4;30;100
222;Wednesday;CUST222;Male;51;Clothing;4;30;30
262;Sunday;CUST262;Female;32;Beauty;4;30;50
271;Friday;CUST271;Female;62;Beauty;4;30;100
288;Thursday;CUST288;Male;28;Clothing;4;30;75
301;Sunday;CUST301;Male;30;Clothing;4;30;1000
312;Thursday;CUST312;Male;41;Clothing;4;30;75
314;Saturday;CUST314;Male;52;Clothing;4;30;150
335;Saturday;CUST335;Female;47;Beauty;4;30;900
425;Monday;CUST425;Female;55;Electronics;4;30;300
436;Saturday;CUST436;Female;57;Clothing;4;30;2000
477;Monday;CUST477;Male;43;Clothing;4;30;50
497;Monday;CUST497;Male;41;Clothing;4;30;200
519;Monday;CUST519;Female;36;Electronics;4;30;50
521;Saturday;CUST521;Female;47;Clothing;4;30;100
530;Sunday;CUST530;Female;18;Electronics;4;30;90
532;Monday;CUST532;Female;64;Clothing;4;30;100
536;Sunday;CUST536;Female;55;Beauty;4;30;120
578;Friday;CUST578;Female;54;Clothing;4;30;2000
598;Tuesday;CUST598;Male;37;Beauty;4;30;900
633;Monday;CUST633;Male;39;Beauty;4;30;1500
640;Sunday;CUST640;Female;51;Electronics;4;30;600
645;Friday;CUST645;Female;35;Electronics;4;30;500
699;Thursday;CUST699;Female;37;Clothing;4;30;200
769;Friday;CUST769;Female;31;Electronics;4;30;120
796;Saturday;CUST796;Male;43;Beauty;4;30;300
824;Friday;CUST824;Male;63;Clothing;4;30;100
856;Monday;CUST856;Male;54;Electronics;4;30;90
870;Saturday;CUST870;Female;46;Electronics;4;30;75
876;Monday;CUST876;Male;43;Clothing;4;30;120
885;Friday;CUST885;Female;52;Clothing;4;30;90
895;Monday;CUST895;Female;55;Clothing;4;30;1500
931;Saturday;CUST931;Male;30;Beauty;4;30;1200
957;Tuesday;CUST957;Female;60;Electronics;4;30;600
1000;Wednesday;CUST1000;Male;47;Electronics;4;30;30
32;Wednesday;CUST032;Male;30;Beauty;3;30;150
73;Monday;CUST073;Male;29;Electronics;3;30;100
84;Tuesday;CUST084;Female;38;Electronics;3;30;75
86;Wednesday;CUST086;Male;19;Beauty;3;30;75
126;Thursday;CUST126;Female;28;Clothing;3;30;500
190;Thursday;CUST190;Female;60;Beauty;3;30;90
218;Friday;CUST218;Male;64;Beauty;3;30;25
219;Sunday;CUST219;Female;53;Electronics;3;30;25
229;Sunday;CUST229;Male;58;Beauty;3;30;30
245;Wednesday;CUST245;Male;47;Clothing;3;30;1000
267;Monday;CUST267;Female;32;Beauty;3;30;100
293;Tuesday;CUST293;Male;50;Electronics;3;30;1000
294;Monday;CUST294;Female;23;Clothing;3;30;1200
303;Monday;CUST303;Male;19;Electronics;3;30;2000
317;Monday;CUST317;Male;22;Electronics;3;30;50
331;Saturday;CUST331;Male;28;Electronics;3;30;150
351;Monday;CUST351;Female;56;Clothing;3;30;500
383;Wednesday;CUST383;Female;46;Beauty;3;30;150
419;Monday;CUST419;Female;44;Clothing;3;30;1200
422;Tuesday;CUST422;Female;28;Clothing;3;30;30
444;Tuesday;CUST444;Female;61;Clothing;3;30;150
535;Wednesday;CUST535;Male;47;Beauty;3;30;100
557;Thursday;CUST557;Female;20;Beauty;3;30;1500
603;Sunday;CUST603;Female;40;Clothing;3;30;300
613;Sunday;CUST613;Female;52;Clothing;3;30;60
631;Friday;CUST631;Male;56;Electronics;3;30;1500
643;Sunday;CUST643;Female;28;Electronics;3;30;1500
646;Wednesday;CUST646;Male;38;Clothing;3;30;900
656;Wednesday;CUST656;Male;29;Beauty;3;30;90
679;Wednesday;CUST679;Female;18;Beauty;3;30;900
691;Sunday;CUST691;Female;51;Clothing;3;30;60
704;Monday;CUST704;Female;62;Clothing;3;30;1200
746;Wednesday;CUST746;Female;33;Clothing;3;30;1000
776;Tuesday;CUST776;Male;35;Clothing;3;30;1000
829;Friday;CUST829;Male;61;Beauty;3;30;50
837;Saturday;CUST837;Male;18;Beauty;3;30;200
861;Friday;CUST861;Female;41;Clothing;3;30;300
898;Thursday;CUST898;Female;42;Clothing;3;30;100
913;Saturday;CUST913;Male;29;Electronics;3;30;100
915;Tuesday;CUST915;Female;26;Beauty;3;30;900
918;Thursday;CUST918;Female;42;Electronics;3;30;90
953;Wednesday;CUST953;Male;45;Beauty;3;30;100
982;Tuesday;CUST982;Female;46;Beauty;3;30;1500
997;Friday;CUST997;Male;52;Beauty;3;30;50
80;Sunday;CUST080;Female;64;Clothing;2;30;150
95;Friday;CUST095;Female;32;Clothing;2;30;200
123;Monday;CUST123;Female;40;Electronics;2;30;500
148;Tuesday;CUST148;Male;18;Clothing;2;30;300
162;Monday;CUST162;Male;39;Clothing;2;30;120
178;Wednesday;CUST178;Male;40;Clothing;2;30;2000
214;Sunday;CUST214;Male;20;Beauty;2;30;60
228;Friday;CUST228;Female;59;Electronics;2;30;600
247;Wednesday;CUST247;Male;41;Electronics;2;30;100
260;Saturday;CUST260;Male;28;Beauty;2;30;90
263;Monday;CUST263;Male;23;Beauty;2;30;50
266;Friday;CUST266;Female;19;Electronics;2;30;100
289;Thursday;CUST289;Male;53;Electronics;2;30;500
304;Wednesday;CUST304;Female;37;Electronics;2;30;900
315;Thursday;CUST315;Male;47;Clothing;2;30;1000
370;Monday;CUST370;Male;23;Electronics;2;30;1500
399;Wednesday;CUST399;Female;64;Beauty;2;30;1500
415;Friday;CUST415;Male;53;Clothing;2;30;50
448;Saturday;CUST448;Female;54;Beauty;2;30;75
456;Saturday;CUST456;Male;57;Electronics;2;30;500
478;Thursday;CUST478;Female;58;Clothing;2;30;100
495;Monday;CUST495;Male;24;Beauty;2;30;1200
499;Sunday;CUST499;Male;46;Beauty;2;30;500
501;Sunday;CUST501;Male;39;Electronics;2;30;75
528;Thursday;CUST528;Female;36;Clothing;2;30;60
548;Sunday;CUST548;Female;51;Clothing;2;30;1500
563;Wednesday;CUST563;Male;20;Clothing;2;30;500
565;Tuesday;CUST565;Female;45;Beauty;2;30;900
573;Tuesday;CUST573;Male;49;Beauty;2;30;200
581;Tuesday;CUST581;Female;48;Beauty;2;30;150
588;Wednesday;CUST588;Male;38;Electronics;2;30;300
593;Saturday;CUST593;Male;35;Electronics;2;30;1200
675;Friday;CUST675;Female;45;Clothing;2;30;900
681;Friday;CUST681;Female;43;Electronics;2;30;150
701;Thursday;CUST701;Female;52;Beauty;2;30;1200
719;Tuesday;CUST719;Female;42;Clothing;2;30;50
834;Tuesday;CUST834;Female;56;Beauty;2;30;2000
871;Thursday;CUST871;Male;62;Beauty;2;30;1000
884;Saturday;CUST884;Female;26;Clothing;2;30;30
900;Tuesday;CUST900;Male;21;Clothing;2;30;30
959;Sunday;CUST959;Female;42;Electronics;2;30;2000
960;Tuesday;CUST960;Male;59;Clothing;2;30;100
962;Thursday;CUST962;Male;44;Clothing;2;30;50
981;Saturday;CUST981;Female;30;Electronics;2;30;100
992;Monday;CUST992;Female;57;Electronics;2;30;25
3;Friday;CUST003;Male;50;Electronics;1;30;200
6;Tuesday;CUST006;Female;45;Beauty;1;30;300
29;Friday;CUST029;Female;42;Electronics;1;30;2000
45;Monday;CUST045;Female;55;Electronics;1;30;2000
57;Saturday;CUST057;Female;63;Beauty;1;30;25
66;Thursday;CUST066;Female;45;Electronics;1;30;100
90;Saturday;CUST090;Female;51;Electronics;1;30;90
100;Friday;CUST100;Male;41;Electronics;1;30;30
116;Wednesday;CUST116;Female;23;Clothing;1;30;150
140;Saturday;CUST140;Male;38;Electronics;1;30;30
195;Sunday;CUST195;Male;52;Clothing;1;30;75
255;Saturday;CUST255;Male;48;Clothing;1;30;50
268;Monday;CUST268;Female;28;Electronics;1;30;100
305;Tuesday;CUST305;Female;18;Beauty;1;30;30
344;Saturday;CUST344;Female;42;Beauty;1;30;100
345;Tuesday;CUST345;Male;62;Electronics;1;30;75
376;Tuesday;CUST376;Female;64;Beauty;1;30;1200
387;Sunday;CUST387;Male;44;Beauty;1;30;1200
396;Thursday;CUST396;Female;55;Beauty;1;30;100
438;Thursday;CUST438;Female;42;Clothing;1;30;100
451;Saturday;CUST451;Female;45;Electronics;1;30;500
483;Tuesday;CUST483;Male;55;Clothing;1;30;500
485;Monday;CUST485;Male;24;Electronics;1;30;50
489;Tuesday;CUST489;Male;44;Electronics;1;30;50
518;Thursday;CUST518;Female;40;Clothing;1;30;25
566;Saturday;CUST566;Female;64;Clothing;1;30;200
579;Thursday;CUST579;Female;38;Electronics;1;30;900
601;Monday;CUST601;Male;19;Clothing;1;30;75
617;Saturday;CUST617;Male;34;Electronics;1;30;75
650;Monday;CUST650;Male;55;Electronics;1;30;120
659;Sunday;CUST659;Female;39;Electronics;1;30;50
670;Thursday;CUST670;Male;27;Beauty;1;30;50
733;Tuesday;CUST733;Male;34;Beauty;1;30;30
734;Tuesday;CUST734;Female;27;Clothing;1;30;2000
747;Wednesday;CUST747;Male;23;Beauty;1;30;50
749;Wednesday;CUST749;Male;42;Beauty;1;30;100
753;Tuesday;CUST753;Female;32;Clothing;1;30;90
772;Wednesday;CUST772;Male;26;Electronics;1;30;150
793;Sunday;CUST793;Male;54;Beauty;1;30;100
802;Wednesday;CUST802;Female;46;Beauty;1;30;1000
804;Thursday;CUST804;Male;42;Electronics;1;30;50
874;Monday;CUST874;Male;60;Beauty;1;30;500
878;Friday;CUST878;Female;20;Clothing;1;30;900
879;Tuesday;CUST879;Male;23;Clothing;1;30;300
894;Tuesday;CUST894;Male;52;Electronics;1;30;500
901;Monday;CUST901;Male;31;Electronics;1;30;200
926;Monday;CUST926;Male;22;Electronics;1;30;100
933;Friday;CUST933;Male;22;Beauty;1;30;25
940;Saturday;CUST940;Female;20;Electronics;1;30;900
974;Wednesday;CUST974;Male;47;Beauty;1;30;2000
995;Sunday;CUST995;Female;41;Clothing;1;30;25
8;Wednesday;CUST008;Male;30;Electronics;4;25;25
17;Saturday;CUST017;Female;27;Clothing;4;25;50
64;Tuesday;CUST064;Male;49;Clothing;4;25;30
71;Friday;CUST071;Female;51;Beauty;4;25;300
114;Saturday;CUST114;Female;22;Beauty;4;25;300
156;Saturday;CUST156;Female;43;Clothing;4;25;120
175;Monday;CUST175;Female;31;Electronics;4;25;75
225;Wednesday;CUST225;Female;57;Beauty;4;25;50
276;Monday;CUST276;Female;21;Beauty;4;25;100
277;Friday;CUST277;Male;36;Clothing;4;25;1200
278;Monday;CUST278;Female;37;Clothing;4;25;200
287;Monday;CUST287;Male;54;Clothing;4;25;30
311;Tuesday;CUST311;Female;32;Beauty;4;25;100
329;Monday;CUST329;Female;46;Electronics;4;25;30
360;Thursday;CUST360;Male;42;Clothing;4;25;1500
381;Sunday;CUST381;Female;44;Clothing;4;25;900
406;Tuesday;CUST406;Female;22;Beauty;4;25;200
414;Tuesday;CUST414;Male;48;Beauty;4;25;2000
442;Friday;CUST442;Female;60;Clothing;4;25;100
455;Saturday;CUST455;Male;31;Electronics;4;25;100
458;Tuesday;CUST458;Female;39;Electronics;4;25;50
466;Tuesday;CUST466;Male;63;Electronics;4;25;75
492;Thursday;CUST492;Male;61;Beauty;4;25;150
498;Monday;CUST498;Female;50;Clothing;4;25;500
500;Wednesday;CUST500;Female;60;Beauty;4;25;75
513;Tuesday;CUST513;Male;24;Electronics;4;25;1000
516;Monday;CUST516;Male;30;Beauty;4;25;200
517;Saturday;CUST517;Female;47;Clothing;4;25;500
520;Friday;CUST520;Female;49;Electronics;4;25;100
583;Wednesday;CUST583;Female;24;Electronics;4;25;200
591;Friday;CUST591;Male;53;Electronics;4;25;300
615;Saturday;CUST615;Female;61;Clothing;4;25;150
619;Friday;CUST619;Male;47;Electronics;4;25;100
632;Saturday;CUST632;Female;26;Electronics;4;25;120
642;Monday;CUST642;Female;54;Clothing;4;25;25
661;Sunday;CUST661;Female;44;Clothing;4;25;300
688;Tuesday;CUST688;Male;56;Clothing;4;25;900
706;Wednesday;CUST706;Male;51;Electronics;4;25;1200
715;Sunday;CUST715;Female;42;Beauty;4;25;90
736;Friday;CUST736;Male;29;Clothing;4;25;150
754;Monday;CUST754;Female;43;Electronics;4;25;100
758;Friday;CUST758;Male;64;Clothing;4;25;2000
775;Wednesday;CUST775;Female;46;Electronics;4;25;200
778;Saturday;CUST778;Female;47;Beauty;4;25;60
786;Tuesday;CUST786;Male;48;Clothing;4;25;200
803;Wednesday;CUST803;Male;39;Clothing;4;25;50
810;Thursday;CUST810;Male;59;Electronics;4;25;90
831;Sunday;CUST831;Male;27;Electronics;4;25;600
841;Thursday;CUST841;Male;31;Electronics;4;25;1200
873;Friday;CUST873;Female;27;Electronics;4;25;50
887;Sunday;CUST887;Male;59;Clothing;4;25;100
888;Friday;CUST888;Female;52;Electronics;4;25;600
932;Tuesday;CUST932;Female;45;Beauty;4;25;1500
972;Saturday;CUST972;Male;49;Beauty;4;25;150
998;Sunday;CUST998;Female;23;Beauty;4;25;500
12;Monday;CUST012;Male;35;Beauty;3;25;50
37;Tuesday;CUST037;Female;18;Beauty;3;25;1200
50;Thursday;CUST050;Female;27;Beauty;3;25;75
51;Monday;CUST051;Male;27;Beauty;3;25;50
69;Sunday;CUST069;Female;56;Beauty;3;25;1000
108;Wednesday;CUST108;Female;27;Beauty;3;25;50
145;Thursday;CUST145;Female;39;Clothing;3;25;300
149;Wednesday;CUST149;Male;22;Clothing;3;25;1000
188;Wednesday;CUST188;Male;40;Clothing;3;25;50
241;Thursday;CUST241;Female;23;Electronics;3;25;25
326;Friday;CUST326;Female;18;Clothing;3;25;120
350;Tuesday;CUST350;Male;25;Beauty;3;25;50
357;Wednesday;CUST357;Female;40;Electronics;3;25;100
374;Thursday;CUST374;Female;59;Beauty;3;25;1500
413;Friday;CUST413;Female;44;Beauty;3;25;200
439;Sunday;CUST439;Male;50;Clothing;3;25;90
469;Monday;CUST469;Male;18;Beauty;3;25;1200
475;Friday;CUST475;Male;26;Clothing;3;25;50
552;Wednesday;CUST552;Female;49;Electronics;3;25;500
607;Friday;CUST607;Male;54;Clothing;3;25;300
620;Monday;CUST620;Male;63;Electronics;3;25;50
622;Tuesday;CUST622;Female;49;Beauty;3;25;500
644;Wednesday;CUST644;Male;23;Beauty;3;25;300
653;Saturday;CUST653;Male;54;Clothing;3;25;1500
654;Wednesday;CUST654;Male;42;Clothing;3;25;120
713;Saturday;CUST713;Male;34;Beauty;3;25;60
718;Friday;CUST718;Female;59;Beauty;3;25;75
750;Monday;CUST750;Female;35;Clothing;3;25;100
755;Saturday;CUST755;Female;58;Clothing;3;25;30
767;Tuesday;CUST767;Male;39;Beauty;3;25;2000
768;Saturday;CUST768;Female;24;Beauty;3;25;120
797;Saturday;CUST797;Male;40;Clothing;3;25;25
812;Sunday;CUST812;Male;19;Electronics;3;25;30
815;Sunday;CUST815;Female;51;Clothing;3;25;30
848;Monday;CUST848;Female;63;Clothing;3;25;1000
872;Wednesday;CUST872;Female;63;Beauty;3;25;300
920;Wednesday;CUST920;Female;28;Beauty;3;25;50
921;Saturday;CUST921;Male;51;Electronics;3;25;500
929;Friday;CUST929;Female;23;Beauty;3;25;60
948;Friday;CUST948;Female;23;Electronics;3;25;120
977;Wednesday;CUST977;Female;35;Electronics;3;25;900
980;Saturday;CUST980;Female;31;Electronics;3;25;100
988;Sunday;CUST988;Female;63;Clothing;3;25;100
7;Monday;CUST007;Male;46;Clothing;2;25;50
18;Sunday;CUST018;Female;47;Electronics;2;25;50
19;Saturday;CUST019;Female;62;Clothing;2;25;900
27;Thursday;CUST027;Female;38;Beauty;2;25;50
41;Wednesday;CUST041;Male;34;Clothing;2;25;50
63;Sunday;CUST063;Male;57;Electronics;2;25;30
102;Friday;CUST102;Female;47;Beauty;2;25;120
113;Wednesday;CUST113;Female;41;Electronics;2;25;50
127;Monday;CUST127;Female;33;Clothing;2;25;100
135;Sunday;CUST135;Male;20;Clothing;2;25;90
170;Friday;CUST170;Female;25;Clothing;2;25;600
172;Sunday;CUST172;Male;32;Beauty;2;25;60
207;Wednesday;CUST207;Female;42;Beauty;2;25;30
234;Monday;CUST234;Female;62;Electronics;2;25;50
246;Thursday;CUST246;Female;48;Electronics;2;25;200
261;Saturday;CUST261;Male;21;Clothing;2;25;500
286;Monday;CUST286;Male;55;Electronics;2;25;300
307;Saturday;CUST307;Female;26;Electronics;2;25;50
316;Saturday;CUST316;Female;48;Clothing;2;25;25
321;Saturday;CUST321;Female;26;Electronics;2;25;1200
325;Saturday;CUST325;Female;52;Electronics;2;25;300
339;Friday;CUST339;Female;22;Electronics;2;25;150
343;Wednesday;CUST343;Male;21;Electronics;2;25;900
389;Friday;CUST389;Male;21;Clothing;2;25;150
391;Thursday;CUST391;Male;19;Beauty;2;25;90
429;Thursday;CUST429;Male;64;Electronics;2;25;500
434;Wednesday;CUST434;Female;43;Electronics;2;25;90
450;Tuesday;CUST450;Female;59;Beauty;2;25;50
493;Saturday;CUST493;Male;41;Beauty;2;25;200
525;Monday;CUST525;Female;47;Beauty;2;25;90
527;Tuesday;CUST527;Male;57;Clothing;2;25;50
545;Thursday;CUST545;Male;27;Clothing;2;25;75
562;Tuesday;CUST562;Male;54;Electronics;2;25;75
574;Thursday;CUST574;Female;63;Electronics;2;25;50
629;Monday;CUST629;Male;62;Electronics;2;25;900
685;Friday;CUST685;Male;57;Electronics;2;25;100
694;Saturday;CUST694;Female;39;Electronics;2;25;300
705;Tuesday;CUST705;Male;60;Electronics;2;25;30
712;Wednesday;CUST712;Female;57;Beauty;2;25;2000
730;Friday;CUST730;Female;36;Clothing;2;25;1200
751;Thursday;CUST751;Female;42;Clothing;2;25;75
762;Tuesday;CUST762;Female;24;Electronics;2;25;200
763;Tuesday;CUST763;Male;34;Clothing;2;25;120
771;Wednesday;CUST771;Male;24;Electronics;2;25;100
774;Wednesday;CUST774;Female;40;Clothing;2;25;30
780;Wednesday;CUST780;Male;52;Electronics;2;25;500
811;Friday;CUST811;Male;61;Beauty;2;25;50
840;Wednesday;CUST840;Male;62;Clothing;2;25;200
849;Thursday;CUST849;Male;32;Clothing;2;25;500
851;Friday;CUST851;Male;32;Electronics;2;25;200
857;Sunday;CUST857;Male;60;Electronics;2;25;300
863;Monday;CUST863;Female;30;Electronics;2;25;30
882;Tuesday;CUST882;Female;64;Electronics;2;25;50
890;Wednesday;CUST890;Male;34;Electronics;2;25;1500
896;Sunday;CUST896;Female;30;Electronics;2;25;1200
919;Saturday;CUST919;Female;22;Beauty;2;25;50
941;Sunday;CUST941;Female;57;Clothing;2;25;25
944;Monday;CUST944;Male;44;Clothing;2;25;2000
949;Wednesday;CUST949;Female;41;Electronics;2;25;300
958;Friday;CUST958;Male;62;Electronics;2;25;75
985;Tuesday;CUST985;Female;19;Electronics;2;25;50
44;Sunday;CUST044;Female;22;Clothing;1;25;900
103;Tuesday;CUST103;Female;59;Clothing;1;25;100
185;Monday;CUST185;Male;24;Clothing;1;25;25
191;Wednesday;CUST191;Male;64;Beauty;1;25;90
201;Monday;CUST201;Male;56;Electronics;1;25;900
204;Thursday;CUST204;Male;39;Beauty;1;25;25
205;Tuesday;CUST205;Female;43;Clothing;1;25;1500
206;Saturday;CUST206;Male;61;Clothing;1;25;120
223;Thursday;CUST223;Female;64;Clothing;1;25;50
230;Sunday;CUST230;Male;54;Beauty;1;25;60
232;Monday;CUST232;Female;43;Beauty;1;25;60
236;Friday;CUST236;Female;54;Clothing;1;25;200
242;Tuesday;CUST242;Male;21;Clothing;1;25;60
285;Tuesday;CUST285;Female;31;Electronics;1;25;50
309;Saturday;CUST309;Female;26;Beauty;1;25;900
310;Thursday;CUST310;Female;28;Beauty;1;25;200
318;Tuesday;CUST318;Male;61;Clothing;1;25;1000
347;Thursday;CUST347;Male;42;Electronics;1;25;25
362;Monday;CUST362;Male;50;Clothing;1;25;900
363;Saturday;CUST363;Male;64;Beauty;1;25;900
371;Tuesday;CUST371;Female;20;Beauty;1;25;2000
379;Sunday;CUST379;Female;47;Clothing;1;25;200
388;Friday;CUST388;Male;50;Electronics;1;25;100
397;Friday;CUST397;Female;30;Beauty;1;25;50
423;Wednesday;CUST423;Female;27;Clothing;1;25;30
427;Tuesday;CUST427;Male;25;Electronics;1;25;200
454;Wednesday;CUST454;Female;46;Beauty;1;25;600
468;Saturday;CUST468;Male;40;Electronics;1;25;75
486;Sunday;CUST486;Female;35;Electronics;1;25;150
512;Tuesday;CUST512;Female;57;Beauty;1;25;25
544;Saturday;CUST544;Female;27;Electronics;1;25;75
558;Sunday;CUST558;Female;41;Clothing;1;25;60
585;Monday;CUST585;Female;24;Clothing;1;25;90
657;Saturday;CUST657;Male;40;Clothing;1;25;300
658;Sunday;CUST658;Male;59;Clothing;1;25;500
739;Wednesday;CUST739;Male;36;Beauty;1;25;50
744;Sunday;CUST744;Male;40;Electronics;1;25;1000
